Terraria,[18, 91, 329, 582, 1116, 1499, 1595, 1653, 1723, 1928, 2033, 2461, 2796, 3674, 4357, 4486, 4618, 4944, 4946, 6001, 6194, 6525, 6799, 6859, 7951, 7952, 7969, 8416, 8774, 9616, 9740, 10166, 10227, 12287, 12461, 12706, 12825, 13852, 14557, 14662, 14735, 15445, 15494, 15551, 16092, 16249, 16352, 16661, 18253, 18668, 18735, 18895, 19311, 19646, 19670, 19740, 19934, 19989, 20195, 20574, 21895, 22074]
Starbound,[18, 2239, 2461, 3207, 7141, 7816, 7951, 7952, 9616, 10227, 10308, 10710, 13738, 15445, 15843, 16631, 16638, 18132, 19311]
Dota 2,[39, 673, 825, 1268, 1289, 2033, 2046, 2263, 2535, 2580, 2626, 2698, 3041, 3174, 3441, 3697, 3750, 3773, 4282, 4721, 4825, 6247, 6499, 6521, 7571, 7572, 7666, 8301, 8305, 8617, 8628, 8791, 9201, 9208, 9444, 9460, 9571, 10039, 10066, 10154, 10241, 10888, 11541, 11770, 11864, 11935, 12162, 12176, 12533, 13019, 13226, 13249, 14198, 14292, 14795, 15397, 15944, 16247, 16651, 17085, 17436, 17813, 19959, 21489, 21512, 21655, 21756, 21975, 22133, 22144]
Team Fortress 2,[48, 71, 493, 736, 801, 1049, 1107, 1144, 1892, 2280, 2365, 2430, 2524, 2865, 3233, 3263, 3387, 3403, 3531, 3605, 3636, 3746, 3865, 4071, 4104, 4117, 4211, 4527, 4675, 4721, 4864, 4904, 4962, 4973, 5054, 5143, 5263, 5347, 5352, 5455, 5494, 5669, 5768, 5870, 5938, 5942, 6106, 6118, 6119, 6167, 6503, 6653, 6735, 6839, 6855, 6881, 6909, 6956, 7065, 7069, 7092, 7096, 7297, 7365, 7403, 7517, 7536, 7615, 7889, 7900, 8495, 8619, 8642, 8796, 8899, 9063, 9117, 9119, 9259, 9262, 9378, 9409, 9456, 9558, 9590, 9708, 9715, 9873, 9990, 10093, 10147, 10693, 10805, 10826, 11108, 11359, 11369, 11419, 11452, 11593, 11702, 11776, 11848, 11857, 11864, 11926, 12078, 12356, 12370, 12427, 12567, 12574, 12591, 12625, 12740, 12744, 12907, 13006, 13200, 13354, 13448, 13484, 13543, 13576, 13637, 13682, 13715, 13852, 13972, 14091, 14198, 14245, 14391, 14445, 14468, 14524, 14541, 14625, 14931, 15324, 15393, 15419, 15420, 15443, 15616, 15631, 15847, 15925, 15953, 15958, 16155, 16201, 16435, 16533, 16693, 16764, 17249, 17334, 17436, 17442, 17522, 17558, 17620, 17764, 17918, 17947, 18140, 18141, 18353, 18363, 18502, 18611, 18654, 18682, 18687, 18988, 19025, 19268, 19275, 19328, 19526, 19692, 19911, 20161, 20333, 20438, 20522, 20634, 20867, 20873, 21008, 21023, 21067, 21148, 21188, 21327, 21467, 21802, 21832, 22014, 22119, 22167, 22241, 22242, 22248, 22317, 22355, 22367]
Nuclear Throne,[57, 95, 283, 370, 624, 732, 950, 1158, 1247, 1302, 1323, 1325, 1474, 1499, 1866, 1945, 2111, 2177, 2217, 2274, 2464, 2540, 2638, 2639, 2809, 2909, 3153, 3172, 3234, 3355, 3421, 3620, 3644, 3694, 3735, 3813, 3872, 4108, 4127, 4224, 4243, 4259, 4275, 4283, 4379, 4656, 4737, 4900, 5335, 5432, 5507, 5739, 5840, 5889, 6158, 6212, 6270, 6481, 6485, 6525, 6606, 6736, 6756, 6877, 6897, 6916, 7027, 7158, 7279, 7410, 7424, 7536, 7656, 7657, 7706, 7723, 7790, 7841, 7868, 7933, 7982, 8063, 8168, 8223, 8337, 8556, 8561, 8569, 8686, 8713, 8762, 8812, 9043, 9046, 9163, 9523, 9539, 9760, 9781, 9885, 9989, 10087, 10194, 10237, 10321, 10356, 10518, 10526, 10532, 10550, 10556, 11179, 11181, 11241, 11249, 11292, 11410, 11426, 11628, 11880, 11901, 11982, 12011, 12075, 12262, 12274, 12305, 12397, 12612, 12615, 12757, 12764, 12828, 13164, 13422, 13542, 13664, 13794, 14331, 14466, 14537, 14554, 14768, 14775, 14845, 15055, 15078, 15182, 15241, 15608, 15614, 15739, 15755, 15789, 15858, 15977, 16141, 16380, 16624, 16735, 16801, 16879, 16929, 16985, 16988, 17522, 18111, 18208, 18251, 18419, 18902, 18935, 19112, 19328, 19464, 19513, 19534, 19558, 19590, 19678, 19700, 19764, 19949, 20212, 20966, 21003, 21046, 21067, 21245, 21381, 21387, 21478, 21647, 21667, 21743, 21882, 22035, 22075, 22298]
Dont Starve,[86, 624, 882, 1012, 1139, 1546, 3119, 3661, 4275, 4283, 4529, 4530, 4935, 4986, 5446, 5459, 6212, 6213, 6683, 6732, 6743, 6938, 7373, 8202, 8556, 8577, 8919, 8948, 9181, 9461, 9807, 9885, 9907, 10193, 10205, 11870, 12075, 12150, 12305, 13034, 13075, 13481, 14662, 14953, 15102, 15180, 15330, 15935, 16299, 16468, 16651, 16652, 16939, 17009, 17073, 17204, 17987, 18571, 18620, 18825, 19112, 19193, 19301, 19426, 19534, 19949, 20196, 20278, 20528, 20596, 20664, 20966, 21003, 21751, 22139, 22238]
Insurgency Really,[175, 392, 1131, 1255, 1449, 1499, 2203, 2204, 2217, 2359, 3222, 3473, 3617, 3694, 4167, 5555, 5836, 6916, 7239, 7355, 7382, 7663, 7844, 7971, 9163, 9197, 9213, 9807, 9878, 10548, 11122, 11327, 11426, 11572, 12764, 13666, 14400, 14551, 14614, 14652, 15241, 15397, 15789, 15802, 15918, 16260, 16622, 16748, 18807, 19098, 19426, 19468, 19726, 20236, 20412, 20754, 20955, 21311, 21405, 21556, 21770, 22298]
Nether,[199, 210, 7277, 9477, 21518]
Boderlands 2,[300, 3190, 5113]
Well There,[344, 1590, 2111, 2909, 5001, 5296, 6184, 6213, 6345, 6897, 7630, 8700, 9665, 10726, 11384, 11912, 12330, 13456, 14093, 15608, 15986, 16175, 16352, 16952, 17119, 17636, 19473, 19635, 19775, 21078, 21291]
Portal,[535, 760, 866, 1095, 1374, 2226, 3214, 3348, 3916, 4335, 4500, 6485, 6702, 7170, 9483, 9506, 10712, 12330, 12618, 12740, 13607, 13849, 14489, 15000, 15541, 15628, 16156, 16204, 17440, 17579, 18393, 18591, 18923, 19037, 19499, 19575, 19769, 20017, 20090, 20432, 20542, 20955, 21347, 22025]
Garrys Mod,[624, 1599, 3104, 4036, 4257, 4782, 5385, 5668, 5773, 7758, 7778, 9087, 9183, 9291, 9989, 15668, 17041, 17858, 18250, 18472, 19713, 19946, 21789]
Sonic Generations,[650, 1444, 1832, 2608, 3245, 3259, 3403, 3447, 4093, 4888, 5019, 5669, 5991, 8607, 9523, 10098, 11249, 11589, 11677, 11753, 11831, 12259, 12291, 12849, 13258, 13637, 13979, 14057, 14625, 15330, 15351, 15935, 16777, 16833, 17080, 17141, 17208, 19200, 20071, 21063, 21160, 21695, 22005, 22075]
Counter Strike Global Offensive,[650, 1444, 2608, 3245, 3259, 3403, 4093, 5669, 5991, 9523, 10098, 11249, 11589, 11677, 11753, 11831, 12291, 12849, 13637, 13979, 14057, 14625, 15330, 15351, 15935, 16777, 16833, 17141, 17208, 17868, 17958, 18383, 19200, 19594, 21160, 21695, 22075]
Half Life 2,[1305, 5941, 6702, 7265, 8118, 9461, 9966, 10866, 10906, 11725, 14117, 14699, 16459, 16955, 19310, 20794]
Evolve,[1451, 2033, 4384, 10298, 11882, 12264]
The Culling,[2336, 3153, 4133, 7704, 8066, 9181, 11241, 11303, 11328, 12259, 12625, 12757, 12887, 14054, 14940, 16089, 16538, 16879, 17349, 18453, 18475, 18720, 19011, 20884, 21087, 22035]
The Community,[2336, 3153, 4133, 8066, 9181, 11241, 11303, 11328, 12259, 12625, 12757, 14054, 14940, 16089, 16538, 16879, 17349, 18453, 18475, 18720, 20884, 21087, 22035]
Csgo,[2608, 10954, 13050, 17208, 17681]
Undertale,[2918, 3822, 5939, 6345, 6484, 7814, 8817, 13473, 13679, 14662, 15264, 15547, 15974, 16328, 19381, 20720]
Metro 2033,[3561, 13834, 15911]
Tf2,[3955, 4594, 5226, 6115, 6720, 7571, 8318, 8554, 8577, 9519, 9708, 10237, 10384, 10917, 12213, 15867, 18224, 20567]
Super Meat Boy,[4074, 5350, 5687, 6213, 9901, 11603, 16417]
The Elder Scrolls V: Skyrim,[4592, 5649, 10656, 14418]
Besiege,[5000, 5414, 18720]
Men Of War,[6481]
Airmech,[7631, 17764, 21655]
Cs:go,[7810, 8318, 9761, 9762, 10237, 10519, 12370, 21492]
Zombie Army Trilogy,[13215, 19590]
Murdered: Soul Suspect,[14666]
Red Faction Guerrilla,[15043]
Castle Miner Z,[16749]
Zombie Army Trlogy,[19590]
The Stomping Land,[20920]
